,store,sido,gungu,address
967,동탄,경기도,화성시,경기도 화성시 동탄 반송3길 50-7. 1층(반송동)
968,병점점,경기도,화성시,경기도 화성시 병점3로 157 상가 106
969,공세,경기도,용인시,경기도 용인시 기흥구 공세동 388-17
970,반도체,경기도,화성,경기도 화성 태안 반월 360-8
971,신영통,경기도,용인시,경기도 용인시 기흥구 서그내로 21(서천동)
972,영통,경기도,수원시,"경기도 수원시 영통구 청면남로50번길 24, 101"
973,송산,경기도,화성시,경기도 화성시 송산면 사강시장길 60
974,남양,경기도,화성시,경기도 화성시 남양동 547
975,팔탄,경기도,화성시,경기도 화성시 팔탄면 서촌길 16
976,서근리,경기도,화성시,"경기도 화성시 팔탄면 버들로 1374(서근리), 1층"
977,석포,경기도,화성시,경기도 화성시 장안면 석포리 761-49
978,안중점,경기도,평택시,경기도 평택시 안중읍 안중로18번길 2-19
979,향남점,경기도,화성시,"경기도 화성시 향남읍 행정동로 86, 103호"
980,발안점,경기도,화성시,경기도 화성시 향냠읍 평리 101-9
981,왕림점,경기도,화성시,경기도 화성시 봉담읍 왕림 405-1
982,수원과학대,경기도,화성시,"경기도 화성시 정남면 세자로 268-6,1층 1호"
983,산성,경기도,성남시,경기도 성남시 수정구 수정남로 305번길11.103호
984,성남태평,경기도,성남시,경기도 성남시 수정구 태평동 2359
985,금광,경기도,성남시,경기도 성남시 중원구 금광동 4314 104호
986,상대원,경기도,성남시,경기도 성남시 중원구 상대원동 1132
987,수지상현점,경기도,용인시,경기도 용인시 상현동 859 롯데아파트상가 116호
988,성남점,경기도,성남시,경기도 성남시 수정구 성남대로 1180번길 5-1(수진동)
989,야탑점,경기도,성남시,경기도 성남시 분당구 야탑로 153번길 9- 103호(야탑동)
990,동판교,경기도,성남시,경기도 성남시 분당구 동판교로 52번길 9-3(백현동)
991,서현분당,경기도,성남시,"경기도 성남시 분당구 분당로 212, 상가동 102호(분당동, 샛별마을)"
992,케이준 분당정자점,경기도,성남시,경기도 성남시 분당구 내정로 119번길 36(정자동1층)
993,구미금곡점,경기도,성남시,경기도 성남시 분당구 미금일로 81
994,휘닉스파크점,강원도,평창군,"강원도 평창군 봉평면 태기로 30, A동 2층 101호(아벨라상가)"
995,횡계점,강원도,평창군,강원도 평창군 대관령면 횡계리 321-12
996,화촌점,강원도,홍천군,강원도 홍천군 화촌면 성산로134번길 15
997,화천점,강원도,화천군,강원도 화천군 화천읍 중앙로 26-2
998,홍천점,강원도,홍천군,강원도 홍천군 홍천읍 꽃뫼로 137
999,호산점,강원도,삼척시,강원도 삼척시 원덕읍 호산2길 67-1
1000,현리점,강원도,인제군,강원도 인제군 기린면 덕다리길 8
1001,혁신점,강원도,원주시,"강원도 원주시 양지로 160-2, 107호(반곡동, 부영A상가)"
1002,학성점,강원도,원주시,"강원도 원주시 학성길 46, 상가동 1층 103호(학성동, 삼천리아파트)"
1003,퇴계점,강원도,춘천시,강원도 춘천시 행촌로32번길 16(퇴계동)
1004,태장소초점,강원도,원주시,강원도 원주시 소초면 치악로 2355
1005,태장1점,강원도,원주시,강원도 원주시 현충로 148(태장동)
1006,태백점,강원도,태백시,"강원도 태백시 황지로 44. 107호(황지동, 우남연립)"
1007,천도리점,강원도,인제군,강원도 인제군 서화면 천도로 133-1
1008,천곡점,강원도,동해시,강원도 동해시 감추로 16(천곡동)
1009,중동점,강원도,영월군,강원도 영월군 중동면 태백산로 1199
